x: 0.678748, y: 1.246018, inside_circle: no
x: -1.106405, y: -0.696338, inside_circle: no
x: -1.215023, y: 0.916785, inside_circle: no
x: 0.902063, y: 0.576145, inside_circle: no
x: 0.529924, y: 0.705476, inside_circle: yes
x: 0.572627, y: -0.497080, inside_circle: yes
x: 0.059788, y: 0.429245, inside_circle: yes
x: -1.299982, y: -0.529154, inside_circle: no
x: -0.712632, y: 0.285210, inside_circle: yes
x: 1.052679, y: 0.185840, inside_circle: no
x: 1.163571, y: 1.117999, inside_circle: no
x: -0.565895, y: 0.604864, inside_circle: yes
x: -0.079550, y: -0.341739, inside_circle: yes
x: 0.502541, y: 1.318997, inside_circle: no
x: -0.194710, y: -0.472735, inside_circle: yes
x: -0.417860, y: -1.399784, inside_circle: no
x: -0.442576, y: -0.891312, inside_circle: yes
x: -0.394291, y: -0.251201, inside_circle: yes
x: 1.097002, y: -0.455385, inside_circle: no
x: -0.904220, y: 0.024601, inside_circle: yes
x: -0.037991, y: -0.681057, inside_circle: yes
x: -0.980795, y: 0.829038, inside_circle: no
x: 0.178685, y: -0.005541, inside_circle: yes
x: 0.342469, y: -1.213383, inside_circle: no
x: 1.117653, y: -1.171988, inside_circle: no
x: -1.230706, y: 0.625297, inside_circle: no
x: 0.036845, y: -0.429288, inside_circle: yes
x: -0.481088, y: 0.030137, inside_circle: yes
x: -0.335426, y: -1.153025, inside_circle: no
x: 0.727345, y: -0.558079, inside_circle: yes
x: 0.400110, y: 1.049082, inside_circle: no
x: 0.029058, y: -0.011675, inside_circle: yes
x: 0.848277, y: 0.927511, inside_circle: no
x: 0.134205, y: -0.131026, inside_circle: yes
x: -0.211347, y: 1.032916, inside_circle: no
x: -0.348011, y: -0.840164, inside_circle: yes
x: 1.020619, y: -1.152549, inside_circle: no
x: -0.536281, y: 0.475130, inside_circle: yes
x: 0.176304, y: -1.459267, inside_circle: no
x: -1.247031, y: -0.829503, inside_circle: no
x: -0.432140, y: 0.947269, inside_circle: no
x: 0.107086, y: 1.267307, inside_circle: no
x: 0.665217, y: 1.461194, inside_circle: no
x: -0.837102, y: -0.995676, inside_circle: no
x: -0.672544, y: 0.257348, inside_circle: yes
x: -1.358698, y: -0.690163, inside_circle: no
x: -0.193902, y: -0.073766, inside_circle: yes
x: -0.779891, y: -0.457809, inside_circle: yes
x: 0.614039, y: -1.430820, inside_circle: no
x: 1.083981, y: -1.243040, inside_circle: no
x: -0.757525, y: -0.633239, inside_circle: yes
x: -1.014721, y: 1.028409, inside_circle: no
x: -0.793531, y: 1.387865, inside_circle: no
x: -0.068964, y: -0.286848, inside_circle: yes
x: 1.132806, y: -0.204905, inside_circle: no
x: 0.378243, y: 0.215965, inside_circle: yes
x: -0.555961, y: 0.731559, inside_circle: yes
x: -0.162836, y: -1.104821, inside_circle: no
x: 0.049385, y: 0.825345, inside_circle: yes
x: 1.042043, y: -0.143106, inside_circle: no
x: -0.242709, y: -1.075633, inside_circle: no
x: -0.703776, y: 0.357505, inside_circle: yes
x: 1.141000, y: -0.895556, inside_circle: no
x: 0.071266, y: 0.109665, inside_circle: yes
x: 1.025960, y: 1.220996, inside_circle: no
x: -1.034949, y: 0.267847, inside_circle: no
x: -1.002743, y: -0.704493, inside_circle: no
x: -1.395690, y: -0.444810, inside_circle: no
x: 0.429313, y: -1.293580, inside_circle: no
x: 0.345621, y: 0.782322, inside_circle: yes
x: -0.727617, y: -0.369330, inside_circle: yes
x: -1.252114, y: -0.268752, inside_circle: no
x: -1.434616, y: -0.908276, inside_circle: no
x: -1.428047, y: 0.502058, inside_circle: no
x: -0.765000, y: 1.225471, inside_circle: no
x: 1.311751, y: -0.233205, inside_circle: no
x: -0.827186, y: 1.076502, inside_circle: no
x: -0.857780, y: -0.762756, inside_circle: no
x: 0.218682, y: 1.145281, inside_circle: no
x: -1.459076, y: -0.320565, inside_circle: no
x: 0.882690, y: 1.395844, inside_circle: no
x: 0.982086, y: -0.846962, inside_circle: no
x: 0.956756, y: -1.485775, inside_circle: no
x: 0.425752, y: -1.053972, inside_circle: no
x: -1.164703, y: 0.821528, inside_circle: no
x: -0.801380, y: -0.395828, inside_circle: yes
x: -0.996923, y: -0.752450, inside_circle: no
x: 0.698800, y: -1.458497, inside_circle: no
x: 0.894881, y: -0.887096, inside_circle: no
x: 1.178453, y: -0.187628, inside_circle: no
x: 0.764072, y: -0.109718, inside_circle: yes
x: 0.790409, y: -0.875876, inside_circle: no
x: 1.495177, y: -0.085289, inside_circle: no
x: 0.207613, y: 1.108857, inside_circle: no
x: 0.163801, y: -1.031462, inside_circle: no
x: -0.003552, y: 1.382410, inside_circle: no
x: -0.298304, y: -0.014752, inside_circle: yes
x: 0.606298, y: 0.273438, inside_circle: yes
x: 0.902287, y: -1.069431, inside_circle: no
x: 0.167781, y: -1.197266, inside_circle: no
x: 0.874064, y: 0.556196, inside_circle: no
x: -1.275927, y: 0.382776, inside_circle: no
x: 0.529627, y: -1.445180, inside_circle: no
x: 0.194003, y: 0.060926, inside_circle: yes
x: -1.241190, y: -0.424213, inside_circle: no
x: -0.191562, y: -1.303786, inside_circle: no
x: -1.315033, y: -0.612054, inside_circle: no
x: 0.738096, y: 0.895772, inside_circle: no
x: -0.796826, y: -0.586600, inside_circle: yes
x: 0.240820, y: -1.245016, inside_circle: no
x: -1.320137, y: 0.720472, inside_circle: no
x: 0.992428, y: 1.174234, inside_circle: no
x: 0.314557, y: 0.160423, inside_circle: yes
x: -1.344718, y: -0.234509, inside_circle: no
x: -0.927469, y: -0.436141, inside_circle: no
x: -0.228869, y: -1.019338, inside_circle: no
x: 0.661992, y: 0.417324, inside_circle: yes
x: -0.251255, y: 0.403077, inside_circle: yes
x: -0.206770, y: 0.981514, inside_circle: no
x: 0.937028, y: -0.825983, inside_circle: no
x: -0.403527, y: 0.202326, inside_circle: yes
x: -0.109008, y: 0.823635, inside_circle: yes
x: -1.206004, y: 0.852999, inside_circle: no
x: -1.157800, y: -1.068822, inside_circle: no
x: -0.003004, y: -0.547747, inside_circle: yes
x: 0.909604, y: 1.460110, inside_circle: no
x: 0.350879, y: 0.436045, inside_circle: yes
x: 1.155391, y: 1.469342, inside_circle: no
x: -1.107050, y: -0.593317, inside_circle: no
x: 1.379776, y: 0.347626, inside_circle: no
x: -0.905493, y: 0.575840, inside_circle: no
x: 1.384474, y: -0.633688, inside_circle: no
x: -0.142312, y: 0.933018, inside_circle: yes
x: -0.577448, y: 1.131695, inside_circle: no
x: 0.207471, y: 1.320499, inside_circle: no
x: 0.005664, y: -0.312507, inside_circle: yes
x: -0.445638, y: 0.435443, inside_circle: yes
x: 0.074743, y: 0.248573, inside_circle: yes
x: -1.141536, y: 0.196843, inside_circle: no
x: 0.402840, y: 0.517030, inside_circle: yes
x: 0.130942, y: 0.252093, inside_circle: yes
x: 1.354019, y: -0.611685, inside_circle: no
x: -1.132579, y: -1.045382, inside_circle: no
x: -1.217656, y: -0.539146, inside_circle: no
x: 0.987299, y: -1.208131, inside_circle: no
x: -0.441227, y: -0.072840, inside_circle: yes
x: 0.873647, y: 0.326106, inside_circle: yes
x: -1.286490, y: 1.337044, inside_circle: no
x: -0.044803, y: -0.523552, inside_circle: yes
x: -0.071148, y: 1.066336, inside_circle: no
x: 1.244865, y: 0.963984, inside_circle: no
x: 1.053194, y: 0.334061, inside_circle: no
x: 1.448333, y: 1.178706, inside_circle: no
x: -1.051128, y: 1.266637, inside_circle: no
x: -1.042343, y: -0.313814, inside_circle: no
x: -0.745649, y: 0.965953, inside_circle: no
x: -1.451585, y: 0.481689, inside_circle: no
x: 1.397928, y: 1.167381, inside_circle: no
x: -1.318286, y: 0.251723, inside_circle: no
x: 0.786641, y: -0.580695, inside_circle: yes
x: 0.209181, y: 0.972204, inside_circle: yes
x: -1.468869, y: -1.113243, inside_circle: no
x: -0.729938, y: 1.288182, inside_circle: no
x: -1.016447, y: 1.416439, inside_circle: no
x: -0.318919, y: 0.028354, inside_circle: yes
x: -0.527678, y: -1.334573, inside_circle: no
x: 1.149497, y: -1.135084, inside_circle: no
x: -0.154347, y: 1.325716, inside_circle: no
x: 0.789068, y: -0.966831, inside_circle: no
x: -0.488339, y: -0.993881, inside_circle: no
x: -0.529857, y: 0.498230, inside_circle: yes
x: -0.601073, y: 0.115764, inside_circle: yes
x: 0.914191, y: 0.334273, inside_circle: yes
x: 0.808970, y: 0.144115, inside_circle: yes
x: -0.402566, y: 1.022699, inside_circle: no
x: -0.372287, y: 0.133379, inside_circle: yes
x: -0.255810, y: 0.795449, inside_circle: yes
x: -0.079707, y: -1.201678, inside_circle: no
x: -1.360615, y: 0.161131, inside_circle: no
x: 0.620324, y: -1.013608, inside_circle: no
x: -1.320021, y: 0.878432, inside_circle: no
x: -0.178894, y: 0.349657, inside_circle: yes
x: 0.979526, y: -0.422036, inside_circle: no
x: -0.780902, y: -0.344792, inside_circle: yes
x: 0.767491, y: -1.267598, inside_circle: no
x: -1.324863, y: 0.683945, inside_circle: no
x: -1.428009, y: -0.534849, inside_circle: no
x: -0.451386, y: 1.250967, inside_circle: no
x: 1.401019, y: -0.809244, inside_circle: no
x: -0.048062, y: 1.358261, inside_circle: no
x: -0.705357, y: -0.909149, inside_circle: no
x: -1.203157, y: -1.400893, inside_circle: no
x: -0.101441, y: 1.424691, inside_circle: no
x: 1.135338, y: -0.824339, inside_circle: no
x: 0.938776, y: -0.767094, inside_circle: no
x: -1.488330, y: 0.514424, inside_circle: no
x: -0.345814, y: -0.532631, inside_circle: yes
x: 0.649366, y: -1.423444, inside_circle: no
x: -0.928436, y: -1.155131, inside_circle: no
x: -1.057068, y: -1.303221, inside_circle: no
x: -1.142928, y: -0.338122, inside_circle: no
x: 0.400259, y: 0.473798, inside_circle: yes
x: 1.351831, y: -0.254307, inside_circle: no
x: -0.682977, y: 0.091425, inside_circle: yes
x: 1.379870, y: 1.148465, inside_circle: no
x: -0.492913, y: 0.813670, inside_circle: yes
x: 0.896258, y: -0.002705, inside_circle: yes
x: -1.253822, y: 1.196261, inside_circle: no
x: -0.048791, y: -0.458735, inside_circle: yes
x: -0.280486, y: -0.032777, inside_circle: yes
x: -0.687123, y: 0.686484, inside_circle: yes
x: 1.323471, y: 0.179817, inside_circle: no
x: -0.329190, y: -0.396681, inside_circle: yes
x: -0.092833, y: 0.474698, inside_circle: yes
x: 1.329766, y: 0.840116, inside_circle: no
x: 1.305256, y: -0.196333, inside_circle: no
x: 0.838506, y: 0.563964, inside_circle: no
x: -0.030293, y: -0.998829, inside_circle: yes
x: -1.427198, y: -1.087029, inside_circle: no
x: -0.085960, y: -0.886739, inside_circle: yes
x: -0.640773, y: 0.636559, inside_circle: yes
x: 1.336019, y: -1.078165, inside_circle: no
x: 1.148258, y: -0.426122, inside_circle: no
x: -0.166109, y: -0.489282, inside_circle: yes
x: 0.406262, y: 1.215974, inside_circle: no
x: 1.160519, y: 0.896554, inside_circle: no
x: 1.260457, y: -0.523486, inside_circle: no
x: 1.066508, y: 1.192316, inside_circle: no
x: -0.205107, y: -1.065976, inside_circle: no
x: 0.219923, y: -1.389272, inside_circle: no
x: -1.246929, y: -1.017351, inside_circle: no
x: 1.387728, y: 1.212756, inside_circle: no
x: 0.084324, y: -0.442490, inside_circle: yes
x: 0.245499, y: 0.896569, inside_circle: yes
x: 0.982735, y: 1.341024, inside_circle: no
x: -0.412850, y: 0.795314, inside_circle: yes
x: -0.677013, y: 1.286286, inside_circle: no
x: 0.025137, y: -0.368919, inside_circle: yes
x: -0.245088, y: 0.055335, inside_circle: yes
x: 0.386452, y: 0.252222, inside_circle: yes
x: -1.261705, y: -1.052923, inside_circle: no
x: 1.337695, y: -1.405949, inside_circle: no
x: -0.477223, y: 0.413679, inside_circle: yes
x: -0.702256, y: 0.723530, inside_circle: no
x: 1.250886, y: 1.468915, inside_circle: no
x: -0.932467, y: -0.511302, inside_circle: no
x: 0.179131, y: 1.072758, inside_circle: no
x: -1.453451, y: -1.457566, inside_circle: no
x: 1.294336, y: 0.461235, inside_circle: no
x: 0.354689, y: 0.484516, inside_circle: yes
x: 0.284042, y: 1.017942, inside_circle: no
x: 1.432746, y: -1.128576, inside_circle: no
x: 1.075560, y: 0.206466, inside_circle: no
x: 0.708161, y: -0.404648, inside_circle: yes
x: -1.030284, y: 1.354566, inside_circle: no
x: -1.272594, y: -0.321613, inside_circle: no
x: 0.035409, y: 0.821494, inside_circle: yes
x: 0.791237, y: 1.336921, inside_circle: no
x: 0.880625, y: -0.540172, inside_circle: no
x: 0.164200, y: 0.961633, inside_circle: yes
x: 0.941546, y: -1.256394, inside_circle: no
x: 0.073948, y: 1.079964, inside_circle: no
x: -0.086394, y: -1.212608, inside_circle: no
x: -1.266356, y: -1.414998, inside_circle: no
x: -0.407916, y: -0.488332, inside_circle: yes
x: -1.355488, y: -1.067796, inside_circle: no
x: 0.379361, y: -0.253039, inside_circle: yes
x: -0.952319, y: 0.913466, inside_circle: no
x: 1.299651, y: 0.757395, inside_circle: no
x: 0.447433, y: -0.252808, inside_circle: yes
x: -1.406490, y: 1.005581, inside_circle: no
x: -1.041489, y: 0.776046, inside_circle: no
x: -0.198031, y: -0.396400, inside_circle: yes
x: -0.054881, y: 0.516584, inside_circle: yes
x: -0.178128, y: -1.026965, inside_circle: no
x: -0.721805, y: -1.475589, inside_circle: no
x: -0.092713, y: 0.191760, inside_circle: yes
x: -0.824091, y: 0.361030, inside_circle: yes
x: -1.226448, y: 0.762261, inside_circle: no
x: 1.131937, y: 1.482205, inside_circle: no
x: 1.041848, y: -0.603192, inside_circle: no
x: -0.645182, y: -0.940738, inside_circle: no
x: -0.278153, y: -1.332924, inside_circle: no
x: -0.851097, y: -0.754916, inside_circle: no
x: -0.276895, y: 1.135534, inside_circle: no
x: -0.412606, y: -1.329443, inside_circle: no
x: -1.345697, y: -0.268960, inside_circle: no
x: 0.225843, y: -0.678139, inside_circle: yes
x: -0.533935, y: -0.878917, inside_circle: no
x: 1.322497, y: -0.039637, inside_circle: no
x: -0.778400, y: -1.198518, inside_circle: no
x: 0.963786, y: 0.233317, inside_circle: yes
x: -0.931526, y: -0.064229, inside_circle: yes
x: -0.899007, y: -0.773225, inside_circle: no
x: -0.434656, y: -1.423436, inside_circle: no
x: -0.785354, y: -0.428204, inside_circle: yes
x: 1.399261, y: -0.847680, inside_circle: no
x: 0.090475, y: 0.504931, inside_circle: yes
x: 1.122076, y: 1.295114, inside_circle: no
x: 0.931645, y: 1.212714, inside_circle: no
x: 0.725678, y: 1.385669, inside_circle: no
x: -1.058258, y: -1.377827, inside_circle: no
x: 1.148455, y: 1.357364, inside_circle: no
x: -0.922667, y: -1.270741, inside_circle: no
x: 0.788423, y: 0.411835, inside_circle: yes
x: 1.342227, y: -0.810199, inside_circle: no
x: 0.104558, y: -0.422461, inside_circle: yes
x: -0.646185, y: -0.006287, inside_circle: yes
x: 1.152996, y: 0.327733, inside_circle: no
x: 0.561472, y: -0.209686, inside_circle: yes
x: -1.167922, y: -1.169806, inside_circle: no
x: 0.070917, y: -0.763798, inside_circle: yes
x: 1.440635, y: -0.585907, inside_circle: no
x: 0.993759, y: 0.882806, inside_circle: no
x: -0.647963, y: -1.026919, inside_circle: no
x: 0.092480, y: -0.553617, inside_circle: yes
x: 1.315803, y: -1.224281, inside_circle: no
x: 0.493136, y: 1.179199, inside_circle: no
x: -0.244226, y: 0.947300, inside_circle: yes
x: -0.289326, y: -1.281353, inside_circle: no
x: 0.398043, y: -0.060593, inside_circle: yes
x: -1.272997, y: -0.284681, inside_circle: no
x: 0.098038, y: -0.395709, inside_circle: yes
x: -1.464001, y: -0.378008, inside_circle: no
x: 0.834573, y: 0.816865, inside_circle: no
x: 0.271901, y: -1.274862, inside_circle: no
x: 1.127626, y: 0.240887, inside_circle: no
x: -1.028293, y: 1.435551, inside_circle: no
x: 1.187103, y: 1.028196, inside_circle: no
x: -0.953551, y: 1.484833, inside_circle: no
x: 0.728531, y: 0.118451, inside_circle: yes
x: -1.453361, y: -0.869432, inside_circle: no
x: 0.278164, y: -1.232808, inside_circle: no
x: -1.427433, y: -0.587926, inside_circle: no
x: 0.621214, y: -0.414749, inside_circle: yes
x: 1.062272, y: 0.733005, inside_circle: no
x: 1.066721, y: -1.360635, inside_circle: no
x: -1.185264, y: 1.038428, inside_circle: no
x: -0.635938, y: 0.894615, inside_circle: no
x: -1.021927, y: -0.066547, inside_circle: no
x: 0.018475, y: 0.844928, inside_circle: yes
x: 1.261786, y: -0.197121, inside_circle: no
x: 1.001964, y: 0.674647, inside_circle: no
x: 1.478427, y: -0.933512, inside_circle: no
x: 0.305160, y: 1.061430, inside_circle: no
x: 0.900579, y: 0.782427, inside_circle: no
x: -0.271309, y: 0.199763, inside_circle: yes
x: -1.388916, y: -1.385061, inside_circle: no
x: -1.209001, y: 0.576621, inside_circle: no
x: 1.061735, y: 0.314020, inside_circle: no
x: 1.174242, y: 0.846084, inside_circle: no
x: 1.028212, y: -1.263529, inside_circle: no
x: -0.191762, y: 1.326504, inside_circle: no
x: 1.363121, y: 0.729418, inside_circle: no
x: 1.487292, y: 0.170342, inside_circle: no
x: 1.470302, y: 0.414873, inside_circle: no
x: -1.448251, y: 1.296657, inside_circle: no
x: -1.358050, y: -1.075553, inside_circle: no
x: -1.308691, y: -0.826977, inside_circle: no
x: 0.697395, y: -0.682393, inside_circle: yes
x: -0.793751, y: -0.775999, inside_circle: no
x: 1.289397, y: -1.289372, inside_circle: no
x: -0.340470, y: -0.777912, inside_circle: yes
x: 0.912271, y: 1.118327, inside_circle: no
x: 1.122942, y: -0.824754, inside_circle: no
x: 1.220660, y: 0.727801, inside_circle: no
x: -0.745364, y: -1.002476, inside_circle: no
x: 1.324716, y: 1.405247, inside_circle: no
x: -0.213968, y: -0.994323, inside_circle: no
x: 1.313421, y: 0.397039, inside_circle: no
x: 0.921740, y: -0.079245, inside_circle: yes
x: -0.212419, y: -0.637294, inside_circle: yes
x: 0.671377, y: -0.917369, inside_circle: no
x: -1.377483, y: 0.821001, inside_circle: no
x: 1.266317, y: -0.293844, inside_circle: no
x: 0.899886, y: 0.912623, inside_circle: no
x: -0.922501, y: -0.859161, inside_circle: no
x: 0.530139, y: 0.108615, inside_circle: yes
x: 0.376227, y: -1.274023, inside_circle: no
x: -0.420660, y: -0.081128, inside_circle: yes
x: 0.267583, y: 1.262132, inside_circle: no
x: 0.512681, y: -1.239668, inside_circle: no
x: 1.431837, y: 0.037332, inside_circle: no
x: 0.705915, y: 0.242885, inside_circle: yes
x: 0.756914, y: 0.616864, inside_circle: yes
x: -0.855210, y: -0.318344, inside_circle: yes
x: 0.026872, y: 1.106419, inside_circle: no
x: -0.832893, y: 1.008803, inside_circle: no
x: -1.136824, y: -0.816887, inside_circle: no
x: -1.352404, y: 0.073281, inside_circle: no
x: -1.327870, y: -0.602950, inside_circle: no
x: -0.268354, y: -0.156879, inside_circle: yes
x: 0.752742, y: 0.632700, inside_circle: yes
x: 0.758154, y: -1.493244, inside_circle: no
x: -0.273450, y: -0.782161, inside_circle: yes
x: 0.606369, y: 1.036010, inside_circle: no
x: -0.008460, y: 0.400384, inside_circle: yes
x: -1.486720, y: -0.319964, inside_circle: no
x: 0.627759, y: 1.145619, inside_circle: no
x: -0.399435, y: -0.001204, inside_circle: yes
x: 0.256833, y: 0.133479, inside_circle: yes
x: 0.024648, y: 1.043342, inside_circle: no
x: 1.279684, y: 0.024827, inside_circle: no
x: 0.646841, y: 1.081686, inside_circle: no
x: 1.037688, y: 0.499946, inside_circle: no
x: 0.503903, y: 1.208776, inside_circle: no
x: 1.315923, y: 0.362233, inside_circle: no
x: 0.585096, y: -1.495087, inside_circle: no
x: -0.151154, y: -0.761600, inside_circle: yes
x: -0.442499, y: 1.102420, inside_circle: no
x: 0.229884, y: 1.220856, inside_circle: no
x: -1.175136, y: 0.308033, inside_circle: no
x: -0.227405, y: -0.790988, inside_circle: yes
x: 0.181287, y: 1.442155, inside_circle: no
x: -1.475132, y: 1.270145, inside_circle: no
x: -1.217075, y: -0.817845, inside_circle: no
x: -1.028011, y: -0.695865, inside_circle: no
x: -0.275371, y: -1.380269, inside_circle: no
x: -0.705947, y: 0.985786, inside_circle: no
x: -0.724950, y: 1.098130, inside_circle: no
